stop_lat,zone_id,stop_lon,stop_id,parent_station,stop_desc,stop_name,location_type,stop_code
-36.88031,merged_30,174.77212,8607-20180725154052_v68.11,11763-20180725154052_v68.11,,157 Gillies Ave,0,8607
-36.83153,merged_30,174.79893,41015-20180725154052_v68.11,,,King Edward Pde and Buchanan,1,41015
-36.92933,merged_30,174.685,21416-20180725154052_v68.11,,,Godley Rd/Bishop St,1,21416
-36.88115,merged_30,174.65309,1615-20180725154052_v68.11,21783-20180725154052_v68.11,,Tirimoana Rd opp Arohanui Special School,0,1615
-37.00996,merged_30,174.86023,2183-20180725154052_v68.11,51650-20180725154052_v68.11,,7 Langley Rd,0,2183
-36.90118,merged_30,174.73068,11283-20180725154052_v68.11,,,Sandringham Rd/Wesley Community Centre,1,11283
-36.97263,merged_29,174.83333,6428-20180702170310_v67.28,51299-20180702170310_v67.28,,46 Buckland Rd,0,6428
-36.9788,merged_30,174.85969,51275-20180725154052_v68.11,,,St George St/Warwick Pl,1,51275
-36.9236,merged_29,174.77777,8737-20180702170310_v67.28,11640-20180702170310_v67.28,,11 Church St,0,8737
-37.054,merged_29,174.93277,2526-20180702170310_v67.28,51612-20180702170310_v67.28,,302 Great South Rd Takanini,0,2526
-36.9679,merged_29,174.88682,6322-20180702170310_v67.28,31801-20180702170310_v67.28,,148 Preston Rd,0,6322
-36.93032,merged_29,174.74303,8668-20180702170310_v67.28,11475-20180702170310_v67.28,,346 Hillsborough Rd,0,8668
-36.80066,merged_30,174.74856,41134-20180725154052_v68.11,,,College Rd and Cadness,1,41134
-36.86254,merged_30,174.72679,8484-20180725154052_v68.11,11096-20180725154052_v68.11,,50 Old Mill Rd,0,8484
-36.76489,merged_30,174.74826,3205-20180725154052_v68.11,41353-20180725154052_v68.11,,203 Forrest Hill Rd,0,3205
-36.75365,merged_30,174.74466,41511-20180725154052_v68.11,,,Sunnynook Rd and Morton,1,41511
-36.88471,merged_29,174.74827,8416-20180702170310_v67.28,11377-20180702170310_v67.28,,510 Dominion Rd,0,8416
-36.91595,merged_30,174.78374,8479-20180725154052_v68.11,11582-20180725154052_v68.11,,160 Trafalgar St,0,8479
-37.04481,merged_30,174.93355,2724-20180725154052_v68.11,51728-20180725154052_v68.11,,222 Porchester Rd,0,2724
-36.85429,merged_29,174.82712,7864-20180702170310_v67.28,31035-20180702170310_v67.28,,Aotea St Opp Rukutai St,0,7864
-36.96749,merged_29,174.90588,2123-20180702170310_v67.28,31821-20180702170310_v67.28,,Opp 142 Chapel Rd,0,2123
-36.80845,merged_29,174.70757,4067-20180702170310_v67.28,41198-20180702170310_v67.28,,67 Waipa St,0,4067
-37.02742,merged_30,174.86502,51170-20180725154052_v68.11,,,Burundi Ave/Frobisher Way,1,51170
-36.82754,merged_30,174.79668,41640-20180725154052_v68.11,,,Victoria Rd and Hastings,1,41640
-36.85163,merged_29,174.76958,11068-20180702170310_v67.28,,,Alfred St/University General Library,1,11068
-36.97341,merged_29,174.8641,51317-20180702170310_v67.28,,,Great South Rd/St George St,1,51317
-36.94207,merged_29,174.91752,6360-20180702170310_v67.28,31708-20180702170310_v67.28,,208 Kilkenny Dr,0,6360
-36.98113,merged_29,174.84959,6462-20180702170310_v67.28,51306-20180702170310_v67.28,,32 Wyllie Rd,0,6462
-36.79004,merged_29,175.08138,1104-20180702170310_v67.28,61035-20180702170310_v67.28,,2 Onetangi Rd,0,1104
-36.78825,merged_30,174.61441,21498-20180725154052_v68.11,,,Totara Rd/Dale Rd,1,21498
-36.79022,merged_29,174.72151,41274-20180702170310_v67.28,,,Glenfield Rd and Roberts,1,41274
-36.88343,merged_30,175.02554,31967-20180725154052_v68.11,,,Maraetai School Rd/Te Puru Drive,1,31967
-36.89703,merged_29,174.84334,31461-20180702170310_v67.28,,,Ellerslie Panmure Hwy/Mountain Rd,1,31461
-36.91306,merged_30,174.93935,2283-20180725154052_v68.11,31721-20180725154052_v68.11,,Somerville Intermediate School Bus Bay,0,2283
-36.92594,merged_30,174.74955,11468-20180725154052_v68.11,,,Richardson Rd/Hillsborough Rd,1,11468
-36.74107,merged_30,174.75598,3141-20180725154052_v68.11,41392-20180725154052_v68.11,,Beach Rd near Kowhai Rd,0,3141
-36.85046,merged_29,174.76475,7054-20180702170310_v67.28,11013-20180702170310_v67.28,,280 Queen St,0,7054
-36.85566,merged_29,174.72991,8085-20180702170310_v67.28,11086-20180702170310_v67.28,,311 Richmond Rd,0,8085
-36.95117,merged_30,174.84346,51764-20180725154052_v68.11,,,Mangere Rd/Piki Thompson Way,1,51764
-36.88548,merged_29,174.62856,21160-20180702170310_v67.28,,,Henderson Valley Rd/Keeling Rd,1,21160
-36.92685,merged_29,174.84714,11694-20180702170310_v67.28,,,Panama Rd/Hillside Rd,1,11694
-36.89931,merged_29,174.82926,1414-20180702170310_v67.28,31483-20180702170310_v67.28,,40 Ferndale Rd,0,1414
-36.78092,merged_29,175.00669,61003-20180702170310_v67.28,,,Korora Rd and Ocean View,1,61003
-36.95818,merged_30,174.87002,6407-20180725154052_v68.11,31825-20180725154052_v68.11,,101 Bairds Rd,0,6407
-36.85923,merged_30,174.82968,7854-20180725154052_v68.11,31915-20180725154052_v68.11,,Opp 116 Patteson Ave,0,7854
-36.90867,merged_29,174.73662,8596-20180702170310_v67.28,11403-20180702170310_v67.28,,8 Denbigh Ave,0,8596
-37.04025,merged_29,174.92443,2769-20180702170310_v67.28,51737-20180702170310_v67.28,,23 Takanini School Rd,0,2769
-36.90529,merged_30,174.9257,1979-20180725154052_v68.11,32012-20180725154052_v68.11,,71 Union Rd,0,1979
-36.86981,merged_29,174.86648,7276-20180702170310_v67.28,31114-20180702170310_v67.28,,194 West Tamaki Rd,0,7276
-36.82889,merged_29,174.7898,3442-20180702170310_v67.28,41008-20180702170310_v67.28,,70 Calliope Rd,0,3442
-36.89663,merged_30,174.65505,21292-20180725154052_v68.11,,,Butterworth Drive/Harmel Rd,1,21292
-36.86819,merged_29,174.76088,8503-20180702170310_v67.28,11713-20180702170310_v67.28,,97 Mt Eden Rd,0,8503
-36.76199,merged_30,174.76673,3346-20180725154052_v68.11,41376-20180725154052_v68.11,,36 Beach Rd,0,3346
-36.86302,merged_29,174.60652,5412-20180702170310_v67.28,21085-20180702170310_v67.28,,398 Swanson Rd,0,5412
-36.8714,merged_29,174.82256,7565-20180702170310_v67.28,31363-20180702170310_v67.28,,7 Bonnie Brae Rd,0,7565
-36.74444,merged_29,174.69311,49568-20180702170310_v67.28,,,Albany Hwy  near Oak Manor,1,49568
-36.94204,merged_29,174.65986,61145-20180702170310_v67.28,,,/36 Otitori Bay Rd,1,61145
-36.87282,merged_30,174.74678,11271-20180725154052_v68.11,,,Sandringham Rd/Kowhai Intermediate,1,11271
-36.79945,merged_29,174.73034,3835-20180702170310_v67.28,41266-20180702170310_v67.28,,65 Moore St,0,3835
-36.77322,merged_30,174.67513,3603-20180725154052_v68.11,41470-20180725154052_v68.11,,50 Greenhithe Rd,0,3603
-36.74456,merged_29,174.73188,4252-20180702170310_v67.28,41630-20180702170310_v67.28,,30 Apollo Dr,0,4252
-36.87698,merged_29,174.87058,31124-20180702170310_v67.28,,,Taniwha St/Fenchurch St Shops,1,31124
-36.75874,merged_30,174.73991,41633-20180725154052_v68.11,,,Sunnynook Shopping Centre,1,41633
-36.61168,merged_30,174.71143,4665-20180725154052_v68.11,49544-20180725154052_v68.11,,261 Whangaparaoa Rd,0,4665
-36.75569,merged_30,174.72167,3643-20180725154052_v68.11,41433-20180725154052_v68.11,,29 Devonshire Rd,0,3643
-36.92064,merged_30,174.80832,11649-20180725154052_v68.11,,,Church St/Goodman Place,1,11649
-36.7309,merged_30,174.70711,3586-20180725154052_v68.11,41503-20180725154052_v68.11,,Don Mckinnon Dr near Albany Mega Centre,0,3586
-36.75897,merged_29,174.72566,3858-20180702170310_v67.28,49608-20180702170310_v67.28,,8 Athena Dr,0,3858
-36.82353,merged_29,174.80629,3474-20180702170310_v67.28,41022-20180702170310_v67.28,,32 Tainui Rd,0,3474
-36.86615,merged_29,174.73094,11112-20180702170310_v67.28,,,Great North Rd/Bullock Track,1,11112
-36.91485,merged_29,174.75375,11430-20180702170310_v67.28,,,Carr Rd/Hayr Rd roundabout,1,11430
-36.6036,merged_30,174.80462,41798-20180725154052_v68.11,,,Whangaparaoa Rd and Everard,1,41798
-36.88034,merged_29,174.73992,8305-20180702170310_v67.28,11274-20180702170310_v67.28,,237 Sandringham Rd,0,8305
-36.78721,merged_29,175.07256,61029-20180702170310_v67.28,,,Seventh Ave and The Strand,1,61029
-36.96101,merged_30,174.92849,2018-20180725154052_v68.11,31768-20180725154052_v68.11,,92 Jeffs Rd,0,2018
-36.85056,merged_30,174.78589,7648-20180725154052_v68.11,11492-20180725154052_v68.11,,Gladstone Rd outside Rose Gardens,0,7648
-36.92445,merged_30,174.70171,8355-20180725154052_v68.11,11200-20180725154052_v68.11,,Stop A Blockhouse Bay,0,8355
-36.85194,merged_30,174.76651,11069-20180725154052_v68.11,,,Wellesley St East/Auckland Art Gallery,1,11069
-36.84796,merged_29,174.743,7224-20180702170310_v67.28,11044-20180702170310_v67.28,,Redmond St near Sheehan St,0,7224
-36.90778,merged_30,174.8973,6181-20180725154052_v68.11,31639-20180725154052_v68.11,,49 Cascades Rd,0,6181
-36.9577,merged_29,174.81867,51404-20180702170310_v67.28,,,Tennessee Ave,1,51404
-36.89864,merged_30,174.6584,5533-20180725154052_v68.11,21294-20180725154052_v68.11,,69 Sabulite Rd,0,5533
-37.02763,merged_29,174.87652,51177-20180702170310_v67.28,,,Rowandale Ave/Sharland Ave,1,51177
-37.02821,merged_29,174.88524,2125-20180702170310_v67.28,51141-20180702170310_v67.28,,123 Weymouth Rd,0,2125
-36.90939,merged_30,174.75632,11453-20180725154052_v68.11,,,Mt Albert Rd/Three Kings Plaza,1,11453
-36.8083,merged_30,174.70724,4132-20180725154052_v68.11,41198-20180725154052_v68.11,,40 Waipa St,0,4132
-36.79185,merged_30,174.61323,21923-20180725154052_v68.11,,,Totara Rd/Whenuapai Town Centre,1,21923
-36.94736,merged_30,174.83385,1773-20180725154052_v68.11,61139-20180725154052_v68.11,,Stop C Otahuhu Interchange,0,1773
-36.93746,merged_29,174.83719,1737-20180702170310_v67.28,51558-20180702170310_v67.28,,39 Great South Rd Otahuhu,0,1737
-36.90108,merged_29,174.62217,5518-20180702170310_v67.28,21235-20180702170310_v67.28,,162 Bruce Mclaren Rd,0,5518
-37.07867,merged_29,174.93588,2617-20180702170310_v67.28,51017-20180702170310_v67.28,,Opp 12 Jupiter St,0,2617
-36.86454,merged_30,174.64747,5094-20180725154052_v68.11,21191-20180725154052_v68.11,,270 Te Atatu Rd,0,5094
-37.02676,merged_30,174.86652,51171-20180725154052_v68.11,,,Roscommon Rd and Wordsworth,1,51171
-36.93993,merged_29,174.65969,61154-20180702170310_v67.28,,,/Otitori Bay Rd at Park Rd,1,61154
-36.89308,merged_30,174.70648,8240-20180725154052_v68.11,11247-20180725154052_v68.11,,1170 New North Rd,0,8240
-36.78856,merged_30,175.09714,10152-20180725154052_v68.11,,,Waiheke Rd near Belle Tce,1,10152
-36.86221,merged_30,174.59842,1611-20180725154052_v68.11,21081-20180725154052_v68.11,,23 Luanda Dr,0,1611
-36.79999,merged_30,175.04251,61053-20180725154052_v68.11,,,Wharf Rd and Ostend,1,61053
-36.90282,merged_30,174.70148,8340-20180725154052_v68.11,11191-20180725154052_v68.11,,226 Blockhouse Bay Rd,0,8340
-36.80996,merged_29,174.72901,41180-20180702170310_v67.28,,,Onewa Rd and Aorangi,1,41180
-36.60418,merged_30,174.80249,4698-20180725154052_v68.11,41796-20180725154052_v68.11,,2 Shakespear Rd,0,4698
-36.87287,merged_29,174.79457,7672-20180702170310_v67.28,31425-20180702170310_v67.28,,91 Portland Rd,0,7672
-36.89571,merged_29,174.77381,11545-20180702170310_v67.28,,,Manukau Rd/Gardner Rd,1,11545
-36.75963,merged_30,174.69555,49616-20180725154052_v68.11,,,Kyle Rd and Wicklam Ln,1,49616
-36.89977,merged_29,174.69559,1862-20180702170310_v67.28,11882-20180702170310_v67.28,,2084 Great North Rd,0,1862
-36.9612,merged_30,174.92913,31768-20180725154052_v68.11,,,Jeffs Rd/Norwood Drive,1,31768
-36.84634,merged_30,174.77164,7141-20180725154052_v68.11,11066-20180725154052_v68.11,,29 Anzac Ave,0,7141
-36.91573,merged_30,174.75199,8961-20180725154052_v68.11,11769-20180725154052_v68.11,,75 Melrose Rd,0,8961
-37.03587,merged_30,174.89448,51132-20180725154052_v68.11,,,Coxhead Rd/Mahia Rd,1,51132
-36.97263,merged_30,174.83333,51299-20180725154052_v68.11,,,Buckland Rd/Graeme Ave,1,51299
-36.89331,merged_29,174.62023,5338-20180702170310_v67.28,21154-20180702170310_v67.28,,148 Henderson Valley Rd,0,5338
-36.79079,merged_29,174.68184,41222-20180702170310_v67.28,,,Beach Haven Rd and Rambler,1,41222
-36.91083,merged_30,174.62754,21891-20180725154052_v68.11,,,Glengarry Rd/Nicolas Ave,1,21891
-36.91772,merged_29,174.58818,5315-20180702170310_v67.28,21245-20180702170310_v67.28,,253 Forest Hill Rd,0,5315
-36.90409,merged_30,174.76511,8645-20180725154052_v68.11,11570-20180725154052_v68.11,,27 Buckley Rd,0,8645
-37.04201,merged_30,174.9263,51805-20180725154052_v68.11,,,Kauri Heart Ave/Wairepu St,1,51805
-36.59806,merged_29,174.67456,4554-20180702170310_v67.28,61127-20180702170310_v67.28,,Opp 259 Millwater Parkway,0,4554
-36.79703,merged_29,174.76108,4087-20180702170310_v67.28,41382-20180702170310_v67.28,,Akoranga Bus Station Platform 3 B,0,4087
-36.87697,merged_29,174.80907,31443-20180702170310_v67.28,,,Upland Rd/Ventnor Rd,1,31443
-36.8998,merged_29,174.91831,31637-20180702170310_v67.28,,,Howick Intermediate School Grounds,1,31637
-36.88173,merged_30,174.80589,7419-20180725154052_v68.11,31407-20180725154052_v68.11,,487 Remuera Rd,0,7419
-36.95171,merged_29,174.6527,21388-20180702170310_v67.28,,,South Titirangi Rd/Woontons Lane,1,21388
-36.85521,merged_30,174.83659,7252-20180725154052_v68.11,31047-20180725154052_v68.11,,120 Kohimarama Rd,0,7252
-36.82979,merged_29,174.79779,3449-20180702170310_v67.28,41012-20180702170310_v67.28,,81 Victoria Rd,0,3449
-36.9201,merged_30,174.58554,5313-20180725154052_v68.11,21244-20180725154052_v68.11,,276 Forest Hill Rd,0,5313
-36.74444,merged_30,174.69311,3581-20180725154052_v68.11,49568-20180725154052_v68.11,,359 Albany Hwy,0,3581
-37.07519,merged_29,174.9328,2642-20180702170310_v67.28,51019-20180702170310_v67.28,,82 Rosehill Dr,0,2642
-36.90959,merged_29,174.80523,8180-20180702170310_v67.28,11661-20180702170310_v67.28,,109 Rockfield Rd,0,8180
-36.89689,merged_29,174.79681,11901-20180702170310_v67.28,,,Campbell Rd/Ferguson Ave,1,11901
-36.86212,merged_30,174.73267,8899-20180725154052_v68.11,11098-20180725154052_v68.11,,35 Surrey Cres,0,8899
-36.78969,merged_29,174.70308,4444-20180702170310_v67.28,41237-20180702170310_v67.28,,60 Lauderdale Rd,0,4444
-36.90646,merged_30,174.70061,8453-20180725154052_v68.11,11206-20180725154052_v68.11,,11 Wolverton St,0,8453
-36.78761,merged_30,175.03331,61099-20180725154052_v68.11,,,Pacific Parade and George ST,1,61099
-36.95535,merged_30,174.79376,6618-20180725154052_v68.11,51448-20180725154052_v68.11,,10 Hall Ave,0,6618
-36.7416,merged_30,174.69274,41494-20180725154052_v68.11,,,Albany Hwy and Wentworth,1,41494
-36.91488,merged_29,174.79929,11676-20180702170310_v67.28,,,Mt Smart Rd/Te Papapa School,1,11676
-36.81316,merged_29,174.60855,5728-20180702170310_v67.28,21928-20180702170310_v67.28,,Opp 57 Maki St,0,5728
-36.61269,merged_30,174.68386,4540-20180725154052_v68.11,61130-20180725154052_v68.11,,Millwater Parkway opp Polarity Rise,0,4540
-36.88744,merged_29,174.6445,5855-20180702170310_v67.28,21277-20180702170310_v67.28,,4339 Great North Rd,0,5855
-36.95849,merged_30,174.64908,5145-20180725154052_v68.11,21807-20180725154052_v68.11,,735 South Titirangi Rd,0,5145
-36.92207,merged_30,174.71206,11351-20180725154052_v68.11,,,Donovan St/Lynbrooke Ave,1,11351
-36.79519,merged_30,175.02794,1179-20180725154052_v68.11,61056-20180725154052_v68.11,,11 Mitchell Rd,0,1179
-36.82215,merged_29,174.61346,21877-20180702170310_v67.28,,,Westgate Drive/Maki St South,1,21877
-36.91317,merged_29,174.63403,21892-20180702170310_v67.28,,,Sunvue Rd/Seakens Way,1,21892
-36.78743,merged_29,174.7428,3811-20180702170310_v67.28,41259-20180702170310_v67.28,,91 Sunnybrae Rd,0,3811
-36.86434,merged_29,174.60974,5737-20180702170310_v67.28,21100-20180702170310_v67.28,,57 Metcalfe Rd,0,5737
-36.92086,merged_29,174.68283,5204-20180702170310_v67.28,21454-20180702170310_v67.28,,124 Astley Ave,0,5204
-36.86706,merged_29,174.83511,7582-20180702170310_v67.28,31356-20180702170310_v67.28,,108 Gowing Dr,0,7582
-36.77993,merged_30,174.74941,41332-20180725154052_v68.11,,,Wairau Rd and Forrest Hill,1,41332
-37.1898,merged_29,174.90263,51506-20180702170310_v67.28,,,Paerata Rd/Crisp Ave,1,51506
-36.88604,merged_30,174.74253,8049-20180725154052_v68.11,11399-20180725154052_v68.11,,240 Balmoral Rd,0,8049
-36.95865,merged_30,174.7888,6695-20180725154052_v68.11,51453-20180725154052_v68.11,,47 Mckenzie Rd,0,6695
-36.92064,merged_29,174.80832,8164-20180702170310_v67.28,11649-20180702170310_v67.28,,322 Church St,0,8164
-36.92656,merged_30,174.6974,8995-20180725154052_v68.11,11202-20180725154052_v68.11,,3 Connaught St,0,8995
-36.78968,merged_30,174.71744,41276-20180725154052_v68.11,,,Stanley Rd and Roberts,1,41276
-37.06883,merged_30,174.97151,51678-20180725154052_v68.11,,,Redcrest Ave/Balmerino Ave,1,51678
-36.91058,merged_29,174.65287,5458-20180702170310_v67.28,21361-20180702170310_v67.28,,192 West Coast Rd,0,5458
-36.77507,merged_30,174.73329,41341-20180725154052_v68.11,,,Diana Dr and Ashfield,1,41341
-36.90976,merged_29,174.81618,7624-20180702170310_v67.28,31864-20180702170310_v67.28,,Great South Rd Opp Penrose Station,0,7624
-36.90568,merged_29,174.70154,8339-20180702170310_v67.28,11192-20180702170310_v67.28,,261 Blockhouse Bay Rd,0,8339
-36.78186,merged_29,174.75203,3343-20180702170310_v67.28,41111-20180702170310_v67.28,,3 Wairau Rd,0,3343
-36.70065,merged_30,174.75195,3061-20180725154052_v68.11,41550-20180725154052_v68.11,,929 Beach Rd,0,3061
-36.80325,merged_30,174.59698,5713-20180725154052_v68.11,21485-20180725154052_v68.11,,129 Fred Taylor Dr,0,5713
-36.85078,merged_30,174.77185,7146-20180725154052_v68.11,11072-20180725154052_v68.11,,4 Symonds St,0,7146
-36.91182,merged_30,174.76046,8652-20180725154052_v68.11,11485-20180725154052_v68.11,,42 Hillsborough Rd,0,8652
-36.97974,merged_30,174.82459,51786-20180725154052_v68.11,,,Tidal Rd/Gee Pl,1,51786
-36.8932,merged_29,174.65352,21286-20180702170310_v67.28,,,Hepburn Rd/Phelps Place,1,21286
-36.87986,merged_30,174.81715,31391-20180725154052_v68.11,,,Remuera Rd/Kelvin Rd,1,31391
-36.88243,merged_30,174.86293,7556-20180725154052_v68.11,31544-20180725154052_v68.11,,61 Pt England Rd,0,7556
-36.86557,merged_29,174.77074,7230-20180702170310_v67.28,11710-20180702170310_v67.28,,100 Park Rd,0,7230
-36.87986,merged_29,174.81715,7427-20180702170310_v67.28,31391-20180702170310_v67.28,,659 Remuera Rd,0,7427
-36.92809,merged_29,174.72029,8690-20180702170310_v67.28,11366-20180702170310_v67.28,,82 Commodore Dr,0,8690
-36.75963,merged_29,174.69555,4418-20180702170310_v67.28,49616-20180702170310_v67.28,,Opp 25 Kyle Rd Hail and Ride,0,4418
-36.79361,merged_30,175.02942,61087-20180725154052_v68.11,,,Nelson Ave,1,61087
-37.02893,merged_29,174.90703,2277-20180702170310_v67.28,51212-20180702170310_v67.28,,Greenmeadows Intermediate,0,2277
-36.79889,merged_30,175.03444,1183-20180725154052_v68.11,61054-20180725154052_v68.11,,Causeway Rd opp Shelley Beach Rd,0,1183
-36.87347,merged_29,174.82966,7435-20180702170310_v67.28,31368-20180702170310_v67.28,,71 St Johns Rd,0,7435
-36.92859,merged_30,174.7864,1428-20180725154052_v68.11,11637-20180725154052_v68.11,,72 Onehunga Mall,0,1428
-36.88646,merged_30,174.61415,21156-20180725154052_v68.11,,,Palomino Drive/Tirohunga Drive,1,21156
-36.99331,merged_30,174.87934,51252-20180725154052_v68.11,,,/Manukau Bus Station,1,51252
-36.90106,merged_30,174.84336,7817-20180725154052_v68.11,31508-20180725154052_v68.11,,Mt Wellington Hwy near William Harvey Pl,0,7817
-36.8502,merged_29,174.85155,7341-20180702170310_v67.28,31018-20180702170310_v67.28,,335 Tamaki Dr,0,7341
-36.76273,merged_29,174.71644,3663-20180702170310_v67.28,41443-20180702170310_v67.28,,1 Unsworth Dr,0,3663
-36.8144,merged_29,174.7295,4263-20180702170310_v67.28,41184-20180702170310_v67.28,,157 Hinemoa St,0,4263
-36.84863,merged_30,174.77041,11067-20180725154052_v68.11,,,Waterloo Quadrant/Auckland High Court,1,11067
-36.94404,merged_29,174.84133,7952-20180702170310_v67.28,51597-20180702170310_v67.28,,19 Mason Ave,0,7952
-36.86081,merged_30,174.85921,11866-20180725154052_v68.11,,,St Heliers Bay/Grace Joel Retirement Village,1,11866
-36.93564,merged_30,174.89557,31744-20180725154052_v68.11,,,Harris Rd/Neales Rd,1,31744
-36.75271,merged_30,174.7503,3197-20180725154052_v68.11,41517-20180725154052_v68.11,,Opp 282 East Coast Rd,0,3197
-36.75576,merged_30,174.7217,3804-20180725154052_v68.11,41433-20180725154052_v68.11,,22 Devonshire Rd,0,3804
-36.72644,merged_30,174.7479,3095-20180725154052_v68.11,41530-20180725154052_v68.11,,591 Beach Rd,0,3095
-36.85579,merged_30,174.82986,31039-20180725154052_v68.11,,,Patteson Ave/Patteson Reserve,1,31039
-36.76906,merged_30,174.48261,4903-20180725154052_v68.11,21002-20180725154052_v68.11,,991 SH 16,0,4903
-36.89779,merged_29,174.77371,8718-20180702170310_v67.28,11758-20180702170310_v67.28,,552 Manukau Rd,0,8718
-36.7276,merged_29,174.71792,3187-20180702170310_v67.28,41820-20180702170310_v67.28,,Hugh Green Dr and Carrowmore,0,3187
-36.87703,merged_30,174.77307,8604-20180725154052_v68.11,11524-20180725154052_v68.11,,122 Gillies Ave,0,8604
-36.88289,merged_29,174.64571,5110-20180702170310_v67.28,21213-20180702170310_v67.28,,40 Te Atatu Rd,0,5110
-36.88668,merged_30,174.6075,1673-20180725154052_v68.11,21894-20180725154052_v68.11,,9 Lake Panorama Dr,0,1673
-36.58297,merged_29,174.69382,4792-20180702170310_v67.28,41686-20180702170310_v67.28,,398 Hibiscus Coast Hwy,0,4792
-36.95992,merged_29,174.82147,6583-20180702170310_v67.28,51402-20180702170310_v67.28,,79 Wickman Way,0,6583
-36.75539,merged_30,174.70301,41477-20180725154052_v68.11,,,Bush Rd and Beatrice Tinsley,1,41477
-36.93404,merged_29,174.65956,5234-20180702170310_v67.28,21418-20180702170310_v67.28,,356 Titirangi Rd,0,5234
-36.89656,merged_29,174.89125,31572-20180702170310_v67.28,,,Butley Drive/Farm Cove Intermediate,1,31572
-37.20336,merged_29,174.90978,61065-20180702170310_v67.28,,,Custom St/Pukekohe Station,1,61065
-36.8882,merged_30,174.72177,11294-20180725154052_v68.11,,,Mt Albert Rd/Toroa Terrace,1,11294
-36.87311,merged_29,174.59485,21092-20180702170310_v67.28,,,/99 Hetherington Rd,1,21092
-36.88132,merged_30,174.63924,5851-20180725154052_v68.11,21218-20180725154052_v68.11,,285 Great North Rd Waitakere,0,5851
-36.6048,merged_29,174.67296,4546-20180702170310_v67.28,61125-20180702170310_v67.28,,58 Bankside Rd by Manuel Rd,0,4546
-36.8305,merged_29,174.7978,3490-20180702170310_v67.28,41012-20180702170310_v67.28,,10 Victoria Rd,0,3490
-36.94576,merged_30,174.96449,6884-20180725154052_v68.11,10282-20180725154052_v68.11,,Whitford Maraetai Rd by Whitford Park Rd,0,6884
-36.70762,merged_29,174.6663,41653-20180702170310_v67.28,,,577 SH 17,1,41653
-37.00672,merged_29,174.86767,2199-20180702170310_v67.28,51226-20180702170310_v67.28,,55 Ash Rd,0,2199
-36.98986,merged_30,174.87966,6923-20180725154052_v68.11,51240-20180725154052_v68.11,,5 Ronwood Ave,0,6923
-36.75203,merged_29,174.72817,41385-20180702170310_v67.28,,,Constellation Station,1,41385
-37.18645,merged_30,174.77402,2810-20180725154052_v68.11,51531-20180725154052_v68.11,,Glenbrook Rd near Smeaton Rd,0,2810
-36.85439,merged_30,174.84763,7990-20180725154052_v68.11,31057-20180725154052_v68.11,,85 Melanesia Rd,0,7990
-36.86571,merged_30,174.73754,8114-20180725154052_v68.11,11801-20180725154052_v68.11,,566 Great North Rd,0,8114
-36.91808,merged_29,174.69939,8372-20180702170310_v67.28,11789-20180702170310_v67.28,,122 Taylor St,0,8372
-36.87378,merged_30,174.82877,31368-20180725154052_v68.11,,,St Johns Rd/Blackett Crescent,1,31368
-36.70955,merged_29,174.73223,41566-20180702170310_v67.28,,,Carlisle Rd and Barker,1,41566
-36.598,merged_30,174.67397,4561-20180725154052_v68.11,61127-20180725154052_v68.11,,273 Millwater Parkway,0,4561
-36.69824,merged_30,174.75357,3059-20180725154052_v68.11,41552-20180725154052_v68.11,,957 Beach Rd,0,3059
-36.76155,merged_30,174.74273,41516-20180725154052_v68.11,,,Becroft Dr and Kennedy,1,41516
-36.78998,merged_30,174.69264,4045-20180725154052_v68.11,41226-20180725154052_v68.11,,188 Beach Haven Rd,0,4045
-36.78791,merged_30,174.76877,41089-20180725154052_v68.11,,,Anzac St and Auburn,1,41089
-36.89259,merged_29,174.74572,8420-20180702170310_v67.28,11382-20180702170310_v67.28,,788 Dominion Rd,0,8420
-36.94194,merged_29,174.91294,6865-20180702170310_v67.28,31710-20180702170310_v67.28,,495 Chapel Rd,0,6865
-36.62964,merged_29,174.6561,41671-20180702170310_v67.28,,,1686 to 1687 SH 17,1,41671
-36.87292,merged_29,174.7101,8028-20180702170310_v67.28,11263-20180702170310_v67.28,,50 Carrington Rd,0,8028
-36.77827,merged_29,174.75738,4498-20180702170310_v67.28,41107-20180702170310_v67.28,,Carmel College Bus Bay,0,4498
-36.84434,merged_29,174.61086,5614-20180702170310_v67.28,21055-20180702170310_v67.28,,2 Hewlett Rd,0,5614
-36.94537,merged_29,174.65984,5947-20180702170310_v67.28,21398-20180702170310_v67.28,,6 Tanekaha Rd,0,5947
-37.00718,merged_30,174.92045,51101-20180725154052_v68.11,,,Hill Rd/Phoenica Ct,1,51101
-36.94588,merged_29,174.7882,51444-20180702170310_v67.28,,,Coronation Rd/Hastie Ave,1,51444
-37.03591,merged_29,174.89612,2160-20180702170310_v67.28,51116-20180702170310_v67.28,,98 Mahia Rd,0,2160
-36.80578,merged_29,174.70679,4339-20180702170310_v67.28,41245-20180702170310_v67.28,,1 Verbena Rd,0,4339
-36.86918,merged_30,174.80553,7774-20180725154052_v68.11,31437-20180725154052_v68.11,,180 Orakei Rd,0,7774
-36.93762,merged_29,174.65685,5221-20180702170310_v67.28,21367-20180702170310_v67.28,,423 Titirangi Rd,0,5221
-36.76455,merged_29,174.75294,3368-20180702170310_v67.28,41366-20180702170310_v67.28,,42 Selwyn Cr,0,3368
