stop_lat,zone_id,stop_lon,stop_id,parent_station,stop_desc,stop_name,location_type,stop_code
-36.9054,merged_30,174.91598,2165-20180725154052_v68.11,31662-20180725154052_v68.11,,19 Lexington Dr,0,2165
-36.73892,merged_29,174.74416,3336-20180702170310_v67.28,41522-20180702170310_v67.28,,89 Penzance Rd,0,3336
-36.88085,merged_30,174.80002,7414-20180725154052_v68.11,31902-20180725154052_v68.11,,444 Remuera Rd,0,7414
-36.89203,merged_30,174.75919,8519-20180725154052_v68.11,11420-20180725154052_v68.11,,703 Mt Eden Rd,0,8519
-36.91424,merged_30,174.925,6200-20180725154052_v68.11,31682-20180725154052_v68.11,,24 Millhouse Dr,0,6200
-36.94399,merged_30,174.77176,6713-20180725154052_v68.11,51433-20180725154052_v68.11,,47 Muir Ave,0,6713
-36.92264,merged_29,174.70221,7029-20180702170310_v67.28,11199-20180702170310_v67.28,,Stop E Blockhouse Bay,0,7029
-37.05008,merged_29,174.9363,51726-20180702170310_v67.28,,,Porchester Rd/Russell Ave,1,51726
-36.75749,merged_29,174.69747,41456-20180702170310_v67.28,,,Kyle Rd and Schnapper Rock,1,41456
-36.84883,merged_30,174.76488,7093-20180725154052_v68.11,11019-20180725154052_v68.11,,19 Victoria St West,0,7093
-37.01906,merged_29,174.87912,6829-20180702170310_v67.28,51202-20180702170310_v67.28,,113 Russell Rd,0,6829
-36.86301,merged_29,174.60628,1573-20180702170310_v67.28,21085-20180702170310_v67.28,,337 Swanson Rd,0,1573
-36.60447,merged_30,174.70583,41723-20180725154052_v68.11,,,Bay St and Marie,1,41723
-36.60469,merged_30,174.6966,4697-20180725154052_v68.11,41713-20180725154052_v68.11,,33 Red Beach Rd,0,4697
-36.81023,merged_30,174.70969,4015-20180725154052_v68.11,41197-20180725154052_v68.11,,11 Waipa St,0,4015
-36.87466,merged_29,174.59779,5760-20180702170310_v67.28,21093-20180702170310_v67.28,,Opp 239 Metcalfe Rd,0,5760
-36.89323,merged_30,174.8336,7485-20180725154052_v68.11,31464-20180725154052_v68.11,,201 Marua Rd,0,7485
-36.76159,merged_29,174.71882,4309-20180702170310_v67.28,41429-20180702170310_v67.28,,25 Goldfinch Rise,0,4309
-36.69869,merged_29,174.73543,3022-20180702170310_v67.28,49556-20180702170310_v67.28,,84 Stredwick Dr,0,3022
-36.79705,merged_29,174.7009,4172-20180702170310_v67.28,41232-20180702170310_v67.28,,174 Birkdale Rd,0,4172
-36.97107,merged_29,174.81678,6503-20180702170310_v67.28,51387-20180702170310_v67.28,,261 Robertson Rd,0,6503
-36.97805,merged_30,174.85087,6482-20180725154052_v68.11,51310-20180725154052_v68.11,,24 Coronation Rd,0,6482
-36.89758,merged_30,174.7644,8635-20180725154052_v68.11,11565-20180725154052_v68.11,,78 Empire Rd,0,8635
-37.04353,merged_29,174.9198,51069-20180702170310_v67.28,,,Great South Rd/Walter Strevens Dr,1,51069
-36.60498,merged_29,174.67779,4551-20180702170310_v67.28,61126-20180702170310_v67.28,,Bankside Rd by Stables Lane,0,4551
-36.85844,merged_30,174.8624,31093-20180725154052_v68.11,,,Maskell St/Berwick St,1,31093
-36.88521,merged_29,174.77672,11761-20180702170310_v67.28,,,Ranfurly Rd/Manukau Rd,1,11761
-36.86076,merged_29,174.82411,7883-20180702170310_v67.28,31028-20180702170310_v67.28,,16 Kupe St,0,7883
-36.79081,merged_29,174.6898,4160-20180702170310_v67.28,41643-20180702170310_v67.28,,156 Beach Haven Rd,0,4160
-37.00806,merged_29,174.8705,6897-20180702170310_v67.28,51225-20180702170310_v67.28,,157 Kerrs Rd,0,6897
-36.86683,merged_30,174.75697,11225-20180725154052_v68.11,,,New North Rd/Mt Eden Station,1,11225
-36.79607,merged_30,175.04316,1193-20180725154052_v68.11,61049-20180725154052_v68.11,,Opp 56 Wharf Rd,0,1193
-36.80064,merged_30,175.07158,1107-20180725154052_v68.11,61036-20180725154052_v68.11,,123 Onetangi Rd,0,1107
-36.84883,merged_29,174.76488,7093-20180702170310_v67.28,11019-20180702170310_v67.28,,19 Victoria St West,0,7093
-36.94188,merged_30,174.65507,21788-20180725154052_v68.11,,,/522 South Titirangi Rd,1,21788
-36.7551,merged_29,174.72393,3802-20180702170310_v67.28,41434-20180702170310_v67.28,,Opp 3 Devonshire Rd,0,3802
-36.83331,merged_30,174.63614,21028-20180725154052_v68.11,,,Colwill Rd/Spargo Rd,1,21028
-36.87119,merged_30,174.64612,5105-20180725154052_v68.11,21205-20180725154052_v68.11,,175 Te Atatu Rd,0,5105
-36.79197,merged_30,174.77457,3414-20180725154052_v68.11,41835-20180725154052_v68.11,,402 Lake Rd,0,3414
-36.76688,merged_30,174.49654,10064-20180725154052_v68.11,,,State Highway 16/Waimauku Park and Ride,1,10064
-36.90045,merged_29,174.7213,11782-20180702170310_v67.28,,,Stoddard Rd/Richardson Rd,1,11782
-36.60173,merged_29,174.66512,4557-20180702170310_v67.28,61123-20180702170310_v67.28,,7 Bankside Rd,0,4557
-36.77743,merged_30,174.74454,41331-20180725154052_v68.11,,,Wairau Rd and Porana,1,41331
-37.06782,merged_30,174.93091,2564-20180725154052_v68.11,51576-20180725154052_v68.11,,86 Elliot St,0,2564
-36.7551,merged_30,174.72393,3802-20180725154052_v68.11,41434-20180725154052_v68.11,,Opp 3 Devonshire Rd,0,3802
-36.91241,merged_29,174.80073,11668-20180702170310_v67.28,,,Waitangi Rd/State Ave,1,11668
-36.91036,merged_29,174.7854,11632-20180702170310_v67.28,,,Tawa Rd/Huapai St,1,11632
-36.91617,merged_29,174.77196,1042-20180702170310_v67.28,11578-20180702170310_v67.28,,30 Trafalgar St,0,1042
-36.97259,merged_29,174.79458,51479-20180702170310_v67.28,,,Thomas Rd/Jordan Rd,1,51479
-36.86092,merged_30,174.77723,11849-20180725154052_v68.11,,,/Auckland Museum,1,11849
-36.91756,merged_30,174.72162,8915-20180725154052_v68.11,11355-20180725154052_v68.11,,93 White Swan Rd,0,8915
-36.90088,merged_29,174.67192,1687-20180702170310_v67.28,21903-20180702170310_v67.28,,87B Nikau St,0,1687
-36.78753,merged_29,174.70075,41238-20180702170310_v67.28,,,Beach Haven Rd and Lauderdale,1,41238
-36.95793,merged_30,174.85442,6401-20180725154052_v68.11,51333-20180725154052_v68.11,,Bairds Rd outside DB Breweries,0,6401
-36.87755,merged_29,174.79841,7780-20180702170310_v67.28,31434-20180702170310_v67.28,,40 Victoria Ave,0,7780
-36.74587,merged_29,174.75916,41389-20180702170310_v67.28,,,Beach Rd near The Esplanade,1,41389
-36.89689,merged_30,174.82884,31457-20180725154052_v68.11,,,Ellerslie Panmure Hwy/Stanhope Rd,1,31457
-36.7106,merged_30,174.74149,41564-20180725154052_v68.11,,,Carlisle Rd and Woodlands,1,41564
-36.9546,merged_29,174.78147,6718-20180702170310_v67.28,51438-20180702170310_v67.28,,Wallace Rd opp Kapuka Rd,0,6718
-36.92381,merged_29,174.76386,11920-20180702170310_v67.28,,,Carlton St/Frederick St,1,11920
-36.77235,merged_30,174.54584,21477-20180725154052_v68.11,,,Main Rd/Huapai Shops,1,21477
-36.78455,merged_29,175.04536,61021-20180702170310_v67.28,,,Te Toki Rd and Hill,1,61021
-36.73892,merged_30,174.74416,3336-20180725154052_v68.11,41522-20180725154052_v68.11,,89 Penzance Rd,0,3336
-36.88066,merged_29,174.8253,7715-20180702170310_v67.28,31384-20180702170310_v67.28,,101 Grand Dr,0,7715
-36.92693,merged_29,174.91879,31695-20180702170310_v67.28,,,Chapel Rd/Keppoch Court Walkway,1,31695
-36.9466,merged_29,174.77638,6712-20180702170310_v67.28,51435-20180702170310_v67.28,,26 Wallace Rd,0,6712
-36.98575,merged_29,174.86765,6540-20180702170310_v67.28,51251-20180702170310_v67.28,,4 Norman Spencer Dr,0,6540
-36.85706,merged_30,174.86365,7390-20180725154052_v68.11,31094-20180725154052_v68.11,,71 Maskell St,0,7390
-36.92026,merged_29,174.7191,11353-20180702170310_v67.28,,,White Swan Rd/Hillsborough Rd,1,11353
-36.86615,merged_29,174.73094,8119-20180702170310_v67.28,11112-20180702170310_v67.28,,727 Great North Rd,0,8119
-36.71142,merged_29,174.66977,41652-20180702170310_v67.28,,,SH 17 and Coatsville Riverhead,1,41652
-36.90068,merged_30,174.72148,8270-20180725154052_v68.11,11322-20180725154052_v68.11,,192 Stoddard Rd,0,8270
-36.75813,merged_30,174.70478,3597-20180725154052_v68.11,41447-20180725154052_v68.11,,Opp 156 Albany Hwy,0,3597
-36.8101,merged_30,174.7864,3521-20180725154052_v68.11,41043-20180725154052_v68.11,,171 Bayswater Ave,0,3521
-36.70566,merged_30,174.74581,3040-20180725154052_v68.11,41559-20180725154052_v68.11,,Opp 51 Deep Creek Rd,0,3040
-36.89919,merged_30,174.82927,7457-20180725154052_v68.11,31483-20180725154052_v68.11,,27 Ferndale Rd,0,7457
-36.8101,merged_29,174.7864,3521-20180702170310_v67.28,41043-20180702170310_v67.28,,171 Bayswater Ave,0,3521
-36.89812,merged_30,174.82329,7512-20180725154052_v68.11,31455-20180725154052_v68.11,,282 Ellerslie Panmure Hwy,0,7512
-36.76922,merged_29,174.49168,21001-20180702170310_v67.28,,,State Highway 16/Waimauku - Muriwai Rd,1,21001
-36.96554,merged_30,174.79544,2033-20180725154052_v68.11,51452-20180725154052_v68.11,,Opp 82 Bader Dr,0,2033
-36.7705,merged_29,174.74957,3209-20180702170310_v67.28,41350-20180702170310_v67.28,,127 Forrest Hill Rd,0,3209
-37.01783,merged_30,174.87687,6831-20180725154052_v68.11,51203-20180725154052_v68.11,,131 Russell Rd,0,6831
-36.9066,merged_30,174.68724,1559-20180725154052_v68.11,21915-20180725154052_v68.11,,25 Veronica St,0,1559
-36.9092,merged_30,174.91764,31660-20180725154052_v68.11,,,Botany Rd/Mirrabooka Ave,1,31660
-36.763,merged_30,174.70569,3591-20180725154052_v68.11,41446-20180725154052_v68.11,,379 Upper Harbour Dr,0,3591
-36.86858,merged_30,174.64029,5352-20180725154052_v68.11,21194-20180725154052_v68.11,,160 Edmonton Rd,0,5352
-36.88702,merged_29,174.74657,8051-20180702170310_v67.28,11379-20180702170310_v67.28,,Opp 189 Balmoral Rd,0,8051
-36.7535,merged_30,174.76049,3262-20180725154052_v68.11,41373-20180725154052_v68.11,,114 Aberdeen Rd,0,3262
-36.92345,merged_30,174.78459,11639-20180725154052_v68.11,,,/Onehunga Transport Centre,1,11639
-37.03489,merged_30,174.89902,6797-20180725154052_v68.11,51115-20180725154052_v68.11,,59 Mahia Rd,0,6797
-36.86191,merged_29,174.78842,7662-20180702170310_v67.28,11499-20180702170310_v67.28,,76 Brighton Rd,0,7662
-36.80471,merged_29,175.06128,1122-20180702170310_v67.28,61098-20180702170310_v67.28,,O'Brien Rd near Onetangi Sports Park,0,1122
-37.0736,merged_29,174.92512,51707-20180702170310_v67.28,,,Hingaia Rd/Harbourside Dr,1,51707
-36.88732,merged_30,174.77764,1753-20180725154052_v68.11,11817-20180725154052_v68.11,,137 Market Rd Opp St Cuthberts,0,1753
-36.8528,merged_29,174.8428,7989-20180702170310_v67.28,31055-20180702170310_v67.28,,22 Melanesia Rd,0,7989
-36.74272,merged_30,174.74061,3143-20180725154052_v68.11,41400-20180725154052_v68.11,,351 East Coast Rd,0,3143
-36.84821,merged_29,174.7548,11034-20180702170310_v67.28,,,Victoria St West/Victoria Park Market,1,11034
-36.87692,merged_29,174.82537,7431-20180702170310_v67.28,31366-20180702170310_v67.28,,761 Remuera Rd,0,7431
-36.89501,merged_30,174.6388,1657-20180725154052_v68.11,61158-20180725154052_v68.11,,45 Awaroa Rd,0,1657
-36.90383,merged_30,174.93472,2332-20180725154052_v68.11,31718-20180725154052_v68.11,,Paparoa Rd,0,2332
-36.93572,merged_30,174.91943,31936-20180725154052_v68.11,,,Kilkenny Drive/Kellaway Reserve,1,31936
-36.86791,merged_30,174.7197,8125-20180725154052_v68.11,11115-20180725154052_v68.11,,Great North Rd near Motions Rd,0,8125
-36.90502,merged_30,174.62593,21263-20180725154052_v68.11,,,Parrs Cross Rd/Oratia Stream,1,21263
-36.98252,merged_29,174.85524,51269-20180702170310_v67.28,,,Wallace Rd/Fairview Rd,1,51269
-36.79648,merged_30,174.73693,3837-20180725154052_v68.11,41264-20180725154052_v68.11,,49 Eban Ave,0,3837
-36.88832,merged_29,174.67609,8577-20180702170310_v67.28,61153-20180702170310_v67.28,,113 Mead St,0,8577
-36.74657,merged_29,174.74056,3189-20180702170310_v67.28,41401-20180702170310_v67.28,,305 East Coast Rd,0,3189
-36.86858,merged_29,174.64029,5352-20180702170310_v67.28,21194-20180702170310_v67.28,,160 Edmonton Rd,0,5352
-36.84996,merged_29,174.76147,1083-20180702170310_v67.28,11708-20180702170310_v67.28,,Wellesley St near Hobson St,0,1083
-36.71895,merged_30,174.71668,4427-20180725154052_v68.11,41572-20180725154052_v68.11,,27 Medallion Dr,0,4427
-36.8909,merged_29,174.8199,7473-20180702170310_v67.28,31476-20180702170310_v67.28,,55 Marua Rd,0,7473
-36.84998,merged_29,174.85844,7317-20180702170310_v67.28,11893-20180702170310_v67.28,,429 Tamaki Dr,0,7317
-36.87458,merged_30,174.6221,5381-20180725154052_v68.11,21133-20180725154052_v68.11,,21 Sturges Rd,0,5381
-36.92684,merged_29,174.92244,6144-20180702170310_v67.28,31883-20180702170310_v67.28,,26 Kilkenny Dr,0,6144
-36.88483,merged_29,174.61081,5390-20180702170310_v67.28,21143-20180702170310_v67.28,,192 Sturges Rd,0,5390
-36.6491,merged_29,174.6427,4849-20180702170310_v67.28,49549-20180702170310_v67.28,,Opp 1433 Dairy Flat Hwy,0,4849
-36.60268,merged_29,174.69371,41681-20180702170310_v67.28,,,Hibiscus Coast Hwy and Red Beach,1,41681
-36.67882,merged_29,174.64482,4859-20180702170310_v67.28,41661-20180702170310_v67.28,,Dairy Flat Hwy by Green Rd,0,4859
-37.01212,merged_29,174.89175,6034-20180702170310_v67.28,51085-20180702170310_v67.28,,46 Great South Rd Manurewa,0,6034
-37.06426,merged_30,174.93807,2799-20180725154052_v68.11,51802-20180725154052_v68.11,,35 Elliot St,0,2799
-37.02352,merged_29,174.89562,10196-20180702170310_v67.28,,,Manurewa Interchange,1,10196
-36.89207,merged_29,174.66761,5265-20180702170310_v67.28,21823-20180702170310_v67.28,,67 Cobham Cres,0,5265
-36.97035,merged_29,174.78589,2161-20180702170310_v67.28,31867-20180702170310_v67.28,,149 Kirkbride Rd,0,2161
-36.89508,merged_30,174.72956,8831-20180725154052_v68.11,11298-20180725154052_v68.11,,203 Mt Albert Rd,0,8831
-36.84801,merged_30,174.83838,7332-20180725154052_v68.11,31014-20180725154052_v68.11,,Opp 167 Tamaki Dr,0,7332
-37.09188,merged_30,174.94469,51004-20180725154052_v68.11,,,Great South Rd/Parkhaven Dr,1,51004
-36.91226,merged_30,174.73916,8437-20180725154052_v68.11,11389-20180725154052_v68.11,,Dominion Rd Outside Winstone Park,0,8437
-36.81796,merged_29,174.73528,41189-20180702170310_v67.28,,,Wakanui St and Martime,1,41189
-37.02901,merged_30,174.86772,2318-20180725154052_v68.11,51172-20180725154052_v68.11,,452 Roscommon Rd,0,2318
-37.10264,merged_30,174.95178,2500-20180725154052_v68.11,51001-20180725154052_v68.11,,222 Great South Rd Drury,0,2500
-36.69951,merged_29,174.71826,3177-20180702170310_v67.28,41621-20180702170310_v67.28,,1092 East Coast Rd,0,3177
-36.847,merged_30,174.7438,7113-20180725154052_v68.11,11009-20180725154052_v68.11,,17 Jervois Rd,0,7113
-36.95356,merged_29,174.65119,5158-20180702170310_v67.28,21387-20180702170310_v67.28,,688 South Titirangi Rd,0,5158
-36.92947,merged_29,174.68473,5226-20180702170310_v67.28,21416-20180702170310_v67.28,,18 Godley Rd,0,5226
-36.80845,merged_29,174.70757,41198-20180702170310_v67.28,,,Waipa St and Kauri,1,41198
-36.95001,merged_30,174.89183,2482-20180725154052_v68.11,51774-20180725154052_v68.11,,30 Springs Rd,0,2482
-36.9185,merged_29,174.68383,5206-20180702170310_v67.28,21455-20180702170310_v67.28,,96 Astley Ave,0,5206
-37.08194,merged_29,174.93858,2696-20180702170310_v67.28,51803-20180702170310_v67.28,,16 Goodwin Dr,0,2696
-36.9753,merged_29,174.78439,6662-20180702170310_v67.28,51460-20180702170310_v67.28,,Opp 34 Richard Pearse Dr,0,6662
-36.94082,merged_29,174.84292,51765-20180702170310_v67.28,,,Princes St/Atkinson Ave,1,51765
-36.94082,merged_29,174.84292,1327-20180702170310_v67.28,51765-20180702170310_v67.28,,19 Princes St,0,1327
-36.95313,merged_30,174.8843,31787-20180725154052_v68.11,,,Johnstones Rd/Tyrone St,1,31787
-36.95273,merged_29,174.7863,51441-20180702170310_v67.28,,,Mountain Rd/Putini Rd,1,51441
-37.05137,merged_29,174.88106,6821-20180702170310_v67.28,51125-20180702170310_v67.28,,213 Carnoustie Dr,0,6821
-36.77282,merged_29,174.76322,41103-20180702170310_v67.28,,,Shakespeare Rd and East Coast,1,41103
-36.95849,merged_29,174.64908,5145-20180702170310_v67.28,21807-20180702170310_v67.28,,735 South Titirangi Rd,0,5145
-36.79543,merged_29,174.74369,49511-20180702170310_v67.28,,,Ocean View and Lenihan,1,49511
-36.86167,merged_30,174.83716,1493-20180725154052_v68.11,31050-20180725154052_v68.11,,Selwyn College Bus Bay,0,1493
-36.59609,merged_30,174.69802,4809-20180725154052_v68.11,41699-20180725154052_v68.11,,3 Centreway Rd,0,4809
-36.75226,merged_30,174.69579,3585-20180725154052_v68.11,41449-20180725154052_v68.11,,Albany Hwy opp Schnapper Rock Rd,0,3585
-36.62668,merged_30,174.74027,49539-20180725154052_v68.11,,,156 Brightside Rd,1,49539
-36.70937,merged_30,174.7465,41545-20180725154052_v68.11,,,Beach Rd and Mizpah,1,41545
-36.92783,merged_30,174.83352,11745-20180725154052_v68.11,,,Great South Rd/Vestey Drive,1,11745
-36.67276,merged_30,174.45418,4585-20180725154052_v68.11,21912-20180725154052_v68.11,,23 Awaroa Rd,0,4585
-36.90409,merged_29,174.76511,8645-20180702170310_v67.28,11570-20180702170310_v67.28,,27 Buckley Rd,0,8645
-36.88701,merged_30,174.83297,11903-20180725154052_v68.11,,,Ngahue Drive/Lunn Ave,1,11903
-36.8737,merged_29,174.61108,21122-20180702170310_v67.28,,,/88 and 89 Summerland Drive,1,21122
-36.6759,merged_29,174.45084,21013-20180702170310_v67.28,,,Commercial Rd/Kaipara Medical Centre,1,21013
-36.78091,merged_30,174.65114,5688-20180725154052_v68.11,21022-20180725154052_v68.11,,8 The Tce,0,5688
-36.86076,merged_29,174.83783,7844-20180702170310_v67.28,31049-20180702170310_v67.28,,Opp 198 Kohimarama Rd,0,7844
-36.63545,merged_29,174.75432,41811-20180702170310_v67.28,,,Ladies Mile and Homestead,1,41811
-36.88535,merged_30,174.76115,8515-20180725154052_v68.11,11418-20180725154052_v68.11,,471 Mt Eden Rd,0,8515
-36.89938,merged_30,174.8194,7511-20180725154052_v68.11,31454-20180725154052_v68.11,,243 Ellerslie Panmure Hwy,0,7511
-36.94244,merged_30,174.78736,6689-20180725154052_v68.11,51445-20180725154052_v68.11,,39 Coronation Rd,0,6689
-36.8026,merged_30,174.78364,3531-20180725154052_v68.11,41072-20180725154052_v68.11,,59 Northboro Rd,0,3531
-36.89699,merged_29,174.88806,6891-20180702170310_v67.28,31571-20180702170310_v67.28,,135 Glenmore Rd,0,6891
-36.8945,merged_30,174.69607,11149-20180725154052_v68.11,,,Rosebank Rd/Avondale Shops,1,11149
-37.04221,merged_29,174.91456,51072-20180702170310_v67.28,,,Beaumaris Way/Tulloch Pl,1,51072
-36.84784,merged_30,174.83495,31013-20180725154052_v68.11,,,Tamaki Drive/Selwyn Ave,1,31013
-36.90607,merged_30,174.70813,1724-20180725154052_v68.11,21917-20180725154052_v68.11,,50B Whitney St,0,1724
-36.60354,merged_29,174.79843,4606-20180702170310_v67.28,41787-20180702170310_v67.28,,1350 Whangaparaoa Rd,0,4606
-36.9129,merged_29,174.92923,31680-20180702170310_v67.28,,,/Meadowlands Shopping Centre,1,31680
-36.76981,merged_30,174.73514,49589-20180725154052_v68.11,,,Wairau Rd and Woodall,1,49589
-36.81627,merged_30,174.7157,41206-20180725154052_v68.11,,,Porritt Ave and Landstone,1,41206
-36.87216,merged_30,174.76862,11518-20180725154052_v68.11,,,Mountain Rd/Clive Rd,1,11518
-36.77149,merged_29,174.70571,3904-20180702170310_v67.28,41318-20180702170310_v67.28,,72 Bayview Rd,0,3904
-36.70039,merged_30,174.72598,49555-20180725154052_v68.11,,,Fitzwilliam Dr and Glenvar,1,49555
-37.04971,merged_30,174.92814,2533-20180725154052_v68.11,51065-20180725154052_v68.11,,Opp 230 Great South Rd Takanini,0,2533
-36.86672,merged_29,174.62298,21557-20180702170310_v67.28,,,Liston Colllege,1,21557
-36.80533,merged_29,174.78797,3548-20180702170310_v67.28,41052-20180702170310_v67.28,,2 Bardia St,0,3548
-36.9685,merged_30,174.80539,51476-20180725154052_v68.11,,,Bader Dr/Ashgrove Rd,1,51476
-36.82374,merged_30,174.62282,21531-20180725154052_v68.11,,,Oreil Ave/Manutewhau Walk,1,21531
-36.97824,merged_29,174.87189,6021-20180702170310_v67.28,51319-20180702170310_v67.28,,481 Great South Rd Manukau,0,6021
-36.81932,merged_29,175.05815,1113-20180702170310_v67.28,10505-20180702170310_v67.28,,O'Brien Rd near Mcmillan Rd,0,1113
-36.80874,merged_29,174.86232,61089-20180702170310_v67.28,,,Ferry Terminal - Rangitoto Wharf,1,61089
-36.62436,merged_30,174.78629,4708-20180725154052_v68.11,41803-20180725154052_v68.11,,Laurie Southwick Pde near Ferry Terminal,0,4708
-37.03623,merged_30,174.86259,51163-20180725154052_v68.11,,,Palmers Rd/Kennington Dr,1,51163
-36.84668,merged_29,174.65135,21166-20180702170310_v67.28,,,Te Atatu Rd/Cellarmans St,1,21166
-36.7475,merged_29,174.69912,41481-20180702170310_v67.28,,,William Pickering and Douglas Alexander,1,41481
-36.85683,merged_29,174.74017,11082-20180702170310_v67.28,,,Richmond Rd/Richmond Rd School,1,11082
-36.90607,merged_30,174.70813,21917-20180725154052_v68.11,,,Whitney St/Kuaka Place,1,21917
-36.95617,merged_29,174.82442,6509-20180702170310_v67.28,51407-20180702170310_v67.28,,27 Blake Rd,0,6509
-36.85636,merged_30,174.6212,21106-20180725154052_v68.11,,,Universal Drive/Riverpark Crescent,1,21106
-36.66086,merged_29,174.4332,4933-20180702170310_v67.28,21009-20180702170310_v67.28,,143 Parkhurst Rd,0,4933
-36.89428,merged_30,174.70032,11187-20180725154052_v68.11,,,Rosebank Rd/Roberton Rd,1,11187
-37.08292,merged_30,174.94214,2508-20180725154052_v68.11,51006-20180725154052_v68.11,,462 Great South Rd Papakura,0,2508
-36.99891,merged_30,174.78924,51469-20180725154052_v68.11,,,Leonard Isitt Dr/John Goulter Dr,1,51469
-36.8241,merged_29,174.80052,3502-20180702170310_v67.28,41059-20180702170310_v67.28,,26 Albert Rd,0,3502
-36.87469,merged_30,174.73479,8217-20180725154052_v68.11,11714-20180725154052_v68.11,,641 New North Rd,0,8217
-36.85393,merged_29,174.76196,1364-20180702170310_v67.28,11718-20180702170310_v67.28,,Mayoral Dr near Greys Ave,0,1364
-36.7885,merged_29,175.08126,61034-20180702170310_v67.28,,,Fourth Ave and the Strand,1,61034
-36.90222,merged_30,174.79218,11628-20180725154052_v68.11,,,Horotutu Rd/Campbell Rd,1,11628
-36.84813,merged_29,174.74748,7111-20180702170310_v67.28,11008-20180702170310_v67.28,,61 College Hill,0,7111
-36.92583,merged_30,174.69901,51642-20180725154052_v68.11,,,Gilfillan St/Endeavour St,1,51642
-36.92509,merged_29,174.75192,11478-20180702170310_v67.28,,,Hillsborough Rd/Goodall St,1,11478
-36.7952,merged_29,174.6557,1644-20180702170310_v67.28,61111-20180702170310_v67.28,,Hobsonville Point Secondary School,0,1644
-36.91518,merged_30,174.79063,1832-20180725154052_v68.11,11914-20180725154052_v68.11,,138 Mt Smart Rd,0,1832
-36.81505,merged_29,174.64124,5669-20180702170310_v67.28,21519-20180702170310_v67.28,,95 Marina View Dr,0,5669
-36.94212,merged_29,174.91277,6198-20180702170310_v67.28,31710-20180702170310_v67.28,,512 Chapel Rd,0,6198
-36.89496,merged_29,174.71748,8811-20180702170310_v67.28,11311-20180702170310_v67.28,,115 Owairaka Ave,0,8811
-36.90946,merged_29,174.9282,6240-20180702170310_v67.28,31664-20180702170310_v67.28,,36 Whitford Rd,0,6240
-36.70825,merged_30,174.72674,41594-20180725154052_v68.11,,,East Coast Rd and Oteha Valley,1,41594
-36.96153,merged_29,174.81381,51397-20180702170310_v67.28,,,Garus Ave/Mckinstry Ave,1,51397
-36.91219,merged_30,174.77735,1836-20180725154052_v68.11,11916-20180725154052_v68.11,,8 Mt Smart Rd,0,1836
-36.98864,merged_29,174.85273,51276-20180702170310_v67.28,,,Milan Rd/Papatoetoe South School,1,51276
-36.76141,merged_30,174.68124,41455-20180725154052_v68.11,,,Kittiwake Dr and Rangi,1,41455
-36.9333,merged_30,174.92001,31705-20180725154052_v68.11,,,Kilkenny Drive/Inagh Close,1,31705
-36.79902,merged_29,174.74476,3937-20180702170310_v67.28,41152-20180702170310_v67.28,,Opp 158 Lake Rd,0,3937
-36.9162,merged_30,174.73805,11391-20180725154052_v68.11,,,Dominion Rd/Mt Roskill Fire Station,1,11391
-36.89592,merged_29,175.00752,31963-20180702170310_v67.28,,,Mahutonga Ave/Jack Lachlan Drive,1,31963
-36.62867,merged_29,174.74947,4743-20180702170310_v67.28,41749-20180702170310_v67.28,,87 Stanmore Bay Rd,0,4743
-36.87813,merged_29,174.61163,5731-20180702170310_v67.28,21558-20180702170310_v67.28,,Opp 46 Summerland Dr,0,5731
-36.88806,merged_30,174.98743,9740-20180725154052_v68.11,97401-20180725154052_v68.11,,Pine Harbour Ferry Terminal,0,9740
-36.9035,merged_29,174.74218,8428-20180702170310_v67.28,11386-20180702170310_v67.28,,1248 Dominion Rd,0,8428
-36.8457,merged_30,174.82104,7325-20180725154052_v68.11,31009-20180725154052_v68.11,,Tamaki Dr opp Hapimana St,0,7325
-36.89245,merged_30,174.62133,21158-20180725154052_v68.11,,,Henderson Valley Rd/Corban Reserve,1,21158
-36.93628,merged_29,174.85968,8578-20180702170310_v67.28,51348-20180702170310_v67.28,,222 Princes St,0,8578
-36.90439,merged_29,174.80894,1889-20180702170310_v67.28,11870-20180702170310_v67.28,,473 Great South Rd,0,1889
-36.98609,merged_30,174.88956,31876-20180725154052_v68.11,,,Diorella Dr/Charntay Ave,1,31876
-36.76913,merged_30,174.72637,3711-20180725154052_v68.11,41325-20180725154052_v68.11,,347 Wairau Rd,0,3711
-36.87143,merged_30,174.77715,7206-20180725154052_v68.11,31417-20180725154052_v68.11,,Stop B Newmarket,0,7206
-36.99046,merged_29,174.87847,51240-20180702170310_v67.28,,,Ronwood Ave/Sharkey St,1,51240
-36.93564,merged_29,174.89557,31744-20180702170310_v67.28,,,Harris Rd/Neales Rd,1,31744
-36.7902,merged_30,174.73089,41254-20180725154052_v68.11,,,Coronation Rd and Lynden,1,41254
-36.78417,merged_29,174.73491,49628-20180702170310_v67.28,,,Archers Rd and Chartwell,1,49628
-36.88489,merged_29,174.84635,1886-20180702170310_v67.28,11872-20180702170310_v67.28,,Stonefields Ave near Morrin Ave,0,1886
-36.6893,merged_30,174.66932,4869-20180725154052_v68.11,41658-20180725154052_v68.11,,807 Dairy Flat Hwy,0,4869
-36.99229,merged_30,174.86362,6995-20180725154052_v68.11,51657-20180725154052_v68.11,,150 Cavendish Dr,0,6995
-36.59612,merged_29,174.6979,41699-20180702170310_v67.28,,,Centreway Rd and Hibiscus Hwy,1,41699
